path	author	header	created	sphere    	topic	style	audience_age	audience_level    	audience_size	source	publication	publ_year    	medium	country	region	language
.\paper\plain\2017\12\173.txt	Super User	«Черная кошка» по-урюпински	30.12.2017	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1841	Урюпинская правда	    2017	газета	Россия	Волгоградская область	ru
.\paper\plain\2017\12\174.txt	Super User	На Ржавских	30.12.2017	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1842	Урюпинская правда	    2017	газета	Россия	Волгоградская область	ru
.\paper\plain\2017\12\175.txt	Super User	Спортклуб  «Олимпия»	30.12.2017	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1843	Урюпинская правда	    2017	газета	Россия	Волгоградская область	ru
.\paper\plain\2017\12\176.txt	Super User	«Светить всегда, светить везде»	30.12.2017	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1844	Урюпинская правда	    2017	газета	Россия	Волгоградская область	ru
.\paper\plain\2017\12\177.txt	Super User	О ПЕНСИИ ЗА ЯНВАРЬ	30.12.2017	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1845	Урюпинская правда	    2017	газета	Россия	Волгоградская область	ru
.\paper\plain\2017\12\178.txt	Super User	В Волгоградской области объем промышленного производства увеличился на 109 миллиардов рублей	30.12.2017	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1846	Урюпинская правда	    2017	газета	Россия	Волгоградская область	ru
.\paper\plain\2017\12\179.txt	Super User	Спасатели Волгоградской области подвели итоги работы за 2017 год	30.12.2017	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1847	Урюпинская правда	    2017	газета	Россия	Волгоградская область	ru
.\paper\plain\2017\12\180.txt	Super User	«Давно не помнят здешние места…»	28.12.2017	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1848	Урюпинская правда	    2017	газета	Россия	Волгоградская область	ru
.\paper\plain\2017\12\181.txt	Super User	Главная елка города установлена	28.12.2017	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1849	Урюпинская правда	    2017	газета	Россия	Волгоградская область	ru
.\paper\plain\2017\12\182.txt	Super User	Просто. Вкусно. Постно	28.12.2017	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1850	Урюпинская правда	    2017	газета	Россия	Волгоградская область	ru
.\paper\plain\2017\12\183.txt	Super User	Спасибо, что вы с нами!	28.12.2017	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1851	Урюпинская правда	    2017	газета	Россия	Волгоградская область	ru
.\paper\plain\2017\12\184.txt	Super User	Городской  бюджет будет  бездефицитным 	28.12.2017	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1852	Урюпинская правда	    2017	газета	Россия	Волгоградская область	ru
.\paper\plain\2017\12\185.txt	Super User	Путь длиною в столетие	28.12.2017	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1853	Урюпинская правда	    2017	газета	Россия	Волгоградская область	ru
.\paper\plain\2017\12\186.txt	Super User	За верность спорту	28.12.2017	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1854	Урюпинская правда	    2017	газета	Россия	Волгоградская область	ru
.\paper\plain\2017\12\187.txt	Super User	Юные  парламентарии  приступили  к  работе	28.12.2017	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1855	Урюпинская правда	    2017	газета	Россия	Волгоградская область	ru
.\paper\plain\2017\12\188.txt	Super User	Талант, достойный  губернаторской стипендии 	28.12.2017	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1856	Урюпинская правда	    2017	газета	Россия	Волгоградская область	ru
.\paper\plain\2017\12\189.txt	Super User	СООБЩЕНИЕ 	28.12.2017	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1857	Урюпинская правда	    2017	газета	Россия	Волгоградская область	ru
.\paper\plain\2017\12\190.txt	Super User	СООБЩЕНИЕ 	31.12.2017	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1858	Урюпинская правда	    2017	газета	Россия	Волгоградская область	ru
.\paper\plain\2017\12\191.txt	Super User	Не стоит уповать на русское авось	31.12.2017	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1859	Урюпинская правда	    2017	газета	Россия	Волгоградская область	ru
.\paper\plain\2017\12\192.txt	Super User	Большинство опрошенных россиян мечтают о нематериальных благах	31.12.2017	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1860	Урюпинская правда	    2017	газета	Россия	Волгоградская область	ru
.\paper\plain\2017\12\193.txt	Super User	 Подростков и молодежь региона  приглашают принять участие в реализации проекта	29.12.2017	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1861	Урюпинская правда	    2017	газета	Россия	Волгоградская область	ru
.\paper\plain\2017\12\194.txt	Super User	Андрей Бочаров принял участие в заседании Госсовета	29.12.2017	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1862	Урюпинская правда	    2017	газета	Россия	Волгоградская область	ru
.\paper\plain\2017\12\195.txt	Super User	В Волгоградской области состоялось заседание комиссии по координации работы по противодействию коррупции	31.12.2017	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1863	Урюпинская правда	    2017	газета	Россия	Волгоградская область	ru
.\paper\plain\2017\12\196.txt	Super User	Более 99% волгоградских выпускников успешно написали итоговое сочинение	31.12.2017	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1864	Урюпинская правда	    2017	газета	Россия	Волгоградская область	ru
.\paper\plain\2017\12\197.txt	Super User	Вентиляция — дело серьезное	31.12.2017	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1865	Урюпинская правда	    2017	газета	Россия	Волгоградская область	ru
.\paper\plain\2017\12\198.txt	Super User	Как  работает почта  в  праздники	31.12.2017	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1866	Урюпинская правда	    2017	газета	Россия	Волгоградская область	ru
.\paper\plain\2017\12\199.txt	Super User	Уходить от беспамятства	31.12.2017	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1867	Урюпинская правда	    2017	газета	Россия	Волгоградская область	ru
.\paper\plain\2017\12\200.txt	Super User	ЧТО  БЫ  ЭТО ЗНАЧИЛО?	31.12.2017	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1868	Урюпинская правда	    2017	газета	Россия	Волгоградская область	ru
.\paper\plain\2017\12\201.txt	Super User	ДАМА С КУВАЛДОЙ	31.12.2017	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1869	Урюпинская правда	    2017	газета	Россия	Волгоградская область	ru
.\paper\plain\2017\12\202.txt	Super User	Андрей Бочаров провел встречу с главами муниципальных образований	29.12.2017	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1870	Урюпинская правда	    2017	газета	Россия	Волгоградская область	ru
.\paper\plain\2017\12\203.txt	Super User	Андрей Бочаров: «Наведение порядка в сфере обращения с отходами — важная государственная задача»	29.12.2017	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1871	Урюпинская правда	    2017	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\1.txt	Super User	Волгоградцев приглашают на выставку истории футбола	09.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1872	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\2.txt	Super User	Дед Мороз пришел ко всем	09.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1873	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\3.txt	Super User	Пенсии проиндексировали	09.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1874	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\4.txt	Super User	День села почти, как Новый год	09.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1875	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\5.txt	Super User	Волонтеры, отзовитесь!	09.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1876	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\6.txt	Super User	Переправа на время закрылась 	09.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1877	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\7.txt	Super User	Поможем Покровскому собору!	09.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1878	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\8.txt	Super User	Чудесное «воскрешение»	09.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1879	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\9.txt	Super User	Ассортимент  радует	10.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1880	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\10.txt	Super User	В Волгоградской области запускают новый механизм льготного ипотечного кредитования	10.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1881	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\11.txt	Super User	В Волгоградской области подведены итоги рейдов по охране хвойных насаждений	10.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1882	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\12.txt	Super User	Хорошо, что в воздух	10.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1883	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\13.txt	Super User	Совершенству нет предела	10.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1884	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\14.txt	Super User	Без происшествий не обошлось	10.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1885	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\15.txt	Super User	Детство в Михайловской	10.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1886	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\16.txt	Super User	Негоже друга оставлять	10.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1887	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\17.txt	Super User	Главным залогом перемен является человек	11.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1888	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\18.txt	Super User	Хуже всего ждать да догонять!  	11.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1889	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\19.txt	Super User	Подарок к Рождеству	11.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1890	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\20.txt	Super User	Тихий угол — Вишняки	11.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1891	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\21.txt	Super User	О поддержке словом и делом	11.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1892	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\22.txt	Super User	По сказочным сценариям	11.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1893	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\23.txt	Super User	Отгуляли, отплясали…	11.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1894	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\24.txt	Super User	В Волгоградской области стартовал региональный этап всероссийской олимпиады школьников	12.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1895	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\25.txt	Super User	В Волгоградской области принимают меры для локализации АЧС	12.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1896	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\26.txt	Super User	О юбилее на всю страну	12.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1897	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\27.txt	Super User	Праздники с пользой	12.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1898	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\28.txt	Super User	Самые веселые и находчивые живут в Петровке	13.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1899	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\29.txt	Super User	Новые «скорые» — на дежурстве	13.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1900	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\30.txt	Super User	Важен каждый ваш голос	13.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1901	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\31.txt	Super User	И сертификат, и выплата	13.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1902	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\32.txt	Super User	Рождественские встречи	12.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1903	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\33.txt	Super User	Удостоена медали русской православной церкви	12.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1904	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\34.txt	Super User	Дали старт юбилейному году	13.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1905	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\35.txt	Super User	За «любовь» к родному хутору	13.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1906	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\36.txt	Super User	Памятное место требует ухода	14.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1907	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\37.txt	Super User	Рождественские старты	14.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1908	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\38.txt	Super User	Туда, где всегда  кипит работа	14.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1909	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\39.txt	Super User	В руках держала «знамя»	13.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1911	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\40.txt	Super User	Дозвонился…	14.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1912	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\41.txt	Super User	Украли аппарат	12.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1913	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\42.txt	Super User	«Где твой черный пистолет?»	12.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1914	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\43.txt	Super User	Обманул…	13.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1915	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\44.txt	Super User	В розыске	13.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1916	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\45.txt	Super User	Изъята марихуана	14.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1918	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\46.txt	Super User	На дорогах	14.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1919	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\47.txt	Super User	В  чем  изменился  жилищный  кодекс?	15.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1920	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\48.txt	Super User	Классы   возглавляют профессионалы	15.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1921	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\49.txt	Super User	Для нуждающихся в жилье	15.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1922	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\50.txt	Super User	Где купаться на крещение?	15.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1923	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\51.txt	Super User	Операция «Должник»	15.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1924	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\52.txt	Super User	По тонкому льду	15.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1925	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\53.txt	Super User	В волгоградском регионе решают вопросы трудоустройства людей с ограниченными возможностями здоровья	15.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1926	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\54.txt	Super User	В Волгоградской области оборудуют 75 мест для крещенских купаний	15.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1927	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\55.txt	Super User	Андрей Бочаров провел оперативное совещание	15.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1928	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\56.txt	Super User	Проявила талант  сценариста	16.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1929	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\57.txt	Super User	Лукич	16.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1930	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\58.txt	Super User	Дождались фельдшера	16.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1931	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\59.txt	Super User	На  лекарства — это святое	16.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1932	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\60.txt	Super User	Вознаграждение за оружие	16.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1933	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\61.txt	Super User	На  радость  детям  и  взрослым	16.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1934	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\62.txt	Super User	Вниманию  владельцев  оружия!	16.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1935	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\63.txt	Super User	По кирпичику        	16.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1936	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\64.txt	Super User	Выборы президента России	17.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1937	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\65.txt	Super User	75-летие Сталинградской Победы: памятные акции, парад, квесты, концерты и фейерверк	17.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1938	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\66.txt	Super User	Темпы роста объемов ипотечного кредитования в Волгоградской области превысили среднероссийский уровень	17.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1939	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\67.txt	Super User	Андрей Бочаров: «Подготовка к юбилею Сталинградской Победы — этап в решении стратегической задачи по созданию основы для развития Волгоградской области»	17.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1940	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\68.txt	Super User	Год позади — впереди новые задачи	17.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1941	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\69.txt	Super User	«Диснейленд» по-урюпински	17.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1942	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\70.txt	Super User	«ЭСЭМЭСКИ» ОТ «КАЭНЭСКИ»	17.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1943	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\71.txt	Super User	Донские казаки на службе Отечеству	17.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1944	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\72.txt	Super User	Туристический потенциал малых городов волгоградской об-ласти представят на всероссийском форуме в Коломне	18.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1945	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\73.txt	Super User	В Волгоградской области стартовала новая программа «Семейная ипотека»	20.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1946	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\74.txt	Super User	В Волгоградской области продолжается модернизация системы «Безопасный город»	21.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1947	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\75.txt	Super User	Будни  местных органов власти	18.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1948	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\76.txt	Super User	Субсидии в цифрах	18.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1949	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\77.txt	Super User	 Пора на каток	18.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1950	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\78.txt	Super User	 О выплатах на детей	18.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1951	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\79.txt	Super User	В детский сад с подарками	18.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1952	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\80.txt	Super User	Если ребенка некому покрестить	18.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1953	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\81.txt	Super User	Мои  родные  хутора	18.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1954	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\82.txt	Super User	Никель. Последние известия	18.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1955	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\83.txt	Super User	«Золотая маска» в Урюпинске	19.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1956	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\84.txt	Super User	Из столицы в столицу	19.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1957	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\85.txt	Super User	Грипп  наступает	19.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1958	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
.\paper\plain\2018\01\86.txt	Super User	Ни дня без спорта	19.01.2018	публицистика	None	нейтральный	    н-возраст	н-уровень	районная	http://uryupinka.ru/1959	Урюпинская правда	    2018	газета	Россия	Волгоградская область	ru
